image_id,cluster_id,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,size_px,aspect_ratio,elongation,compactness,total_charge,peak_value,peak_snr,sigma_x,sigma_y,label,confidence,filter_status,true_label
560,103,3328.406,1632.74,3328,1632,2,2,4,1.0,1.456,1.0,626.0,255.0,255.0,0.491,0.439,unknown,0.0,valid,gamma
560,104,3340.85,1681.376,3339,1680,4,4,13,1.0,1.166,0.812,1865.0,255.0,255.0,0.777,0.822,unknown,0.0,valid,lithium
560,145,1558.879,2429.258,1558,2429,2,2,3,1.0,2.093,0.75,66.0,41.0,41.0,0.326,0.437,unknown,0.0,valid,artifact
560,162,555.372,2717.721,555,2717,2,2,3,1.0,2.872,0.75,43.0,16.0,16.0,0.483,0.449,unknown,0.0,valid,artifact
560,173,1538.0,2794.828,1538,2794,1,3,3,0.333,1.0,1.0,29.0,12.0,12.0,0.0,0.746,unknown,0.0,valid,artifact
561,177,3846.566,3449.229,3845,3448,4,4,10,1.0,1.168,0.625,1556.0,255.0,255.0,0.765,0.725,unknown,0.0,valid,lithium
562,136,3700.967,2457.473,3699,2456,4,4,14,1.0,1.277,0.875,2043.0,255.0,255.0,0.756,0.854,unknown,0.0,valid,lithium
563,116,2330.217,2015.3,2330,2013,2,4,4,0.5,53.081,0.5,60.0,38.0,38.0,0.412,1.054,unknown,0.0,valid,artifact
563,182,1619.5,3517.273,1619,3516,3,3,5,1.0,1.213,0.556,44.0,11.0,11.0,0.754,0.719,unknown,0.0,valid,artifact
565,16,3783.984,393.521,3782,392,4,4,13,1.0,1.447,0.812,2090.0,255.0,255.0,0.733,0.881,unknown,0.0,valid,lithium
565,133,4971.91,2313.057,4971,2313,2,2,3,1.0,1.575,0.75,299.0,255.0,255.0,0.287,0.232,unknown,0.0,valid,artifact
565,175,3391.967,3050.919,3390,3049,4,4,11,1.0,1.067,0.688,1465.0,255.0,255.0,0.692,0.712,unknown,0.0,valid,lithium
566,169,3835.891,2966.425,3835,2965,3,4,8,0.75,1.382,0.667,774.0,255.0,255.0,0.517,0.607,unknown,0.0,valid,lithium
567,113,4521.98,1872.339,4521,1871,3,4,8,0.75,1.332,0.667,818.0,255.0,255.0,0.541,0.625,unknown,0.0,valid,lithium
568,6,4786.25,136.014,4785,135,4,3,5,1.333,4.089,0.417,72.0,29.0,29.0,1.037,0.54,unknown,0.0,valid,artifact
568,18,3121.478,402.464,3120,401,4,4,12,1.0,1.181,0.75,1164.0,255.0,255.0,0.622,0.599,unknown,0.0,valid,lithium
568,27,3383.058,536.395,3383,536,2,2,4,1.0,4.372,1.0,448.0,255.0,255.0,0.234,0.489,unknown,0.0,valid,gamma
568,77,1435.625,1184.25,1435,1184,2,2,3,1.0,2.691,0.75,24.0,9.0,9.0,0.484,0.433,unknown,0.0,valid,artifact
568,100,3455.909,1725.798,3454,1724,5,4,12,1.25,1.03,0.6,1946.0,255.0,255.0,0.814,0.81,unknown,0.0,valid,lithium
568,176,776.741,3101.815,775,3101,4,2,4,2.0,20.427,0.5,54.0,22.0,22.0,1.174,0.388,unknown,0.0,valid,artifact
569,7,1467.286,121.846,1466,120,4,4,13,1.0,1.285,0.812,1757.0,255.0,255.0,0.788,0.751,unknown,0.0,valid,artifact
569,28,3418.377,510.081,3417,509,4,4,13,1.0,1.356,0.812,2116.0,255.0,255.0,0.888,0.77,unknown,0.0,valid,lithium
569,99,3614.997,1703.993,3614,1703,3,3,5,1.0,1.072,0.556,284.0,255.0,255.0,0.23,0.222,unknown,0.0,valid,gamma
569,182,392.095,3349.081,392,3349,2,2,3,1.0,1.269,0.75,74.0,61.0,61.0,0.293,0.273,unknown,0.0,valid,artifact
571,90,4304.442,1434.729,4303,1434,4,3,8,1.333,1.249,0.667,1338.0,255.0,255.0,0.709,0.646,unknown,0.0,valid,lithium
571,158,5195.965,2775.032,5195,2774,3,3,5,1.0,1.02,0.556,400.0,255.0,255.0,0.423,0.426,unknown,0.0,valid,gamma
572,8,4933.754,186.862,4932,185,5,5,16,1.0,1.283,0.64,2298.0,255.0,255.0,0.924,0.832,unknown,0.0,valid,lithium
572,97,4459.968,1720.253,4459,1720,2,2,3,1.0,6.267,0.75,253.0,181.0,181.0,0.175,0.435,unknown,0.0,valid,gamma
574,37,3788.958,728.193,3787,727,4,4,11,1.0,1.096,0.688,1584.0,255.0,255.0,0.723,0.757,unknown,0.0,valid,lithium
574,106,513.708,1817.292,513,1816,3,3,3,1.0,1.0,0.333,48.0,22.0,22.0,0.735,0.735,unknown,0.0,valid,artifact
575,16,4818.0,349.367,4818,348,1,4,4,0.25,1.0,1.0,30.0,9.0,9.0,0.0,1.08,unknown,0.0,valid,artifact
575,83,1227.351,1187.675,1227,1187,2,4,4,0.5,29.882,0.5,114.0,74.0,74.0,0.477,1.039,unknown,0.0,valid,artifact
576,88,1218.066,1444.705,1218,1443,2,3,4,0.667,5.957,0.667,122.0,92.0,92.0,0.248,0.554,unknown,0.0,valid,artifact
576,112,4256.705,1785.416,4256,1785,2,2,4,1.0,1.173,1.0,505.0,210.0,210.0,0.456,0.493,unknown,0.0,valid,artifact
576,138,5008.464,2295.784,5007,2294,4,4,12,1.0,1.18,0.75,1539.0,255.0,255.0,0.761,0.717,unknown,0.0,valid,lithium
577,87,4150.817,1468.989,4149,1468,4,3,10,1.333,1.293,0.833,1584.0,255.0,255.0,0.783,0.688,unknown,0.0,valid,lithium
577,166,2764.044,3011.013,2763,3010,3,3,5,1.0,1.364,0.556,317.0,255.0,255.0,0.334,0.286,unknown,0.0,valid,gamma
578,17,2661.605,385.535,2660,384,4,4,5,1.0,51.277,0.312,43.0,13.0,13.0,1.103,1.227,unknown,0.0,valid,artifact
578,173,2309.644,2952.04,2309,2951,3,3,5,1.0,5.701,0.556,101.0,42.0,42.0,0.59,0.612,unknown,0.0,valid,gamma
579,24,1223.21,350.523,1223,350,2,2,4,1.0,1.548,1.0,642.0,255.0,255.0,0.408,0.499,unknown,0.0,valid,gamma
579,98,2350.789,1545.743,2350,1545,2,2,3,1.0,1.902,0.75,109.0,58.0,58.0,0.408,0.437,unknown,0.0,valid,artifact
579,119,3254.808,1812.654,3254,1812,3,2,4,1.5,5.434,0.667,52.0,17.0,17.0,0.652,0.476,unknown,0.0,valid,artifact
581,58,3203.65,938.394,3202,937,4,4,10,1.0,1.227,0.625,1237.0,255.0,255.0,0.654,0.624,unknown,0.0,valid,lithium
583,96,4396.009,1630.599,4395,1629,3,4,10,0.75,1.033,0.833,1615.0,255.0,255.0,0.734,0.741,unknown,0.0,valid,lithium
584,44,4614.211,756.358,4614,756,2,2,4,1.0,1.452,1.0,522.0,255.0,255.0,0.408,0.479,unknown,0.0,valid,gamma
584,125,4020.136,2075.196,4019,2073,4,5,12,0.8,1.202,0.6,2126.0,255.0,255.0,0.807,0.88,unknown,0.0,valid,lithium
585,179,3978.083,3101.041,3976,3099,5,5,13,1.0,1.207,0.52,1745.0,255.0,255.0,0.825,0.751,unknown,0.0,valid,lithium
586,1,1839.975,49.75,1839,49,3,3,4,1.0,13.162,0.444,40.0,11.0,11.0,0.724,0.859,unknown,0.0,valid,artifact
586,16,5152.49,356.522,5151,355,4,4,10,1.0,1.121,0.625,1075.0,255.0,255.0,0.556,0.541,unknown,0.0,valid,lithium
586,81,2633.758,1198.495,2633,1198,2,2,3,1.0,3.697,0.75,99.0,49.0,49.0,0.429,0.5,unknown,0.0,valid,artifact
586,87,4611.003,1248.56,4610,1248,3,3,5,1.0,4.941,0.556,552.0,255.0,255.0,0.241,0.535,unknown,0.0,valid,gamma
586,107,3855.96,1703.131,3855,1702,3,3,5,1.0,1.544,0.556,421.0,255.0,255.0,0.385,0.477,unknown,0.0,valid,gamma
586,122,821.92,1829.0,821,1829,3,1,3,3.0,1.0,1.0,25.0,10.0,10.0,0.845,0.0,unknown,0.0,valid,artifact
586,137,4685.473,2080.014,4684,2079,4,4,13,1.0,1.519,0.812,2155.0,255.0,255.0,0.906,0.735,unknown,0.0,valid,gamma
587,10,3527.793,193.754,3527,193,3,3,6,1.0,1.166,0.667,556.0,255.0,255.0,0.475,0.5,unknown,0.0,valid,gamma
587,62,3147.061,963.347,3146,962,4,4,12,1.0,1.194,0.75,1868.0,255.0,255.0,0.743,0.808,unknown,0.0,valid,lithium
587,71,4048.037,1068.01,4046,1066,5,5,13,1.0,1.258,0.52,1874.0,255.0,255.0,0.863,0.769,unknown,0.0,valid,lithium
587,102,787.077,1550.154,786,1550,4,2,4,2.0,8.943,0.5,52.0,22.0,22.0,0.958,0.361,unknown,0.0,valid,artifact
587,142,4151.12,2261.102,4150,2260,3,3,9,1.0,1.128,1.0,1204.0,255.0,255.0,0.642,0.652,unknown,0.0,valid,lithium
589,128,3794.152,2177.336,3794,2177,2,2,3,1.0,2.304,0.75,125.0,64.0,64.0,0.359,0.472,unknown,0.0,valid,artifact
590,13,2671.497,262.047,2671,262,2,2,4,1.0,5.597,1.0,320.0,153.0,153.0,0.5,0.211,unknown,0.0,valid,gamma
590,16,2847.156,297.822,2846,297,3,3,6,1.0,1.095,0.667,422.0,255.0,255.0,0.418,0.435,unknown,0.0,valid,gamma
590,76,2117.005,1128.967,2116,1128,3,3,5,1.0,1.151,0.556,390.0,255.0,255.0,0.43,0.401,unknown,0.0,valid,gamma
590,101,2015.98,1562.514,2014,1561,5,4,16,1.25,1.346,0.8,2206.0,255.0,255.0,0.779,0.904,unknown,0.0,valid,lithium
590,154,4716.734,2488.619,4715,2487,4,4,11,1.0,1.132,0.688,1522.0,255.0,255.0,0.76,0.723,unknown,0.0,valid,lithium
591,47,5131.522,791.935,5131,790,2,4,5,0.5,11.722,0.625,92.0,31.0,31.0,0.5,1.009,unknown,0.0,valid,artifact
591,76,3461.015,1114.75,3460,1113,3,4,10,0.75,1.151,0.833,1390.0,255.0,255.0,0.717,0.67,unknown,0.0,valid,lithium
592,43,422.747,715.78,422,714,3,6,10,0.5,4.235,0.556,213.748,70.0,70.0,0.712,1.33,unknown,0.0,valid,artifact
592,103,2244.959,1498.514,2243,1497,4,4,14,1.0,1.336,0.875,2119.0,255.0,255.0,0.761,0.88,unknown,0.0,valid,lithium
592,141,1962.619,2189.038,1961,2188,4,4,13,1.0,1.307,0.812,1989.0,255.0,255.0,0.854,0.747,unknown,0.0,valid,lithium
594,15,1571.703,286.922,1571,286,4,4,6,1.0,12.007,0.375,128.0,44.0,44.0,1.056,0.989,unknown,0.0,valid,gamma
594,78,4624.9,1141.06,4623,1140,4,4,11,1.0,1.069,0.688,1523.0,255.0,255.0,0.731,0.709,unknown,0.0,valid,lithium
595,44,943.215,740.582,941,738,5,6,6,0.833,122.267,0.2,79.0,18.0,18.0,1.481,1.755,unknown,0.0,valid,artifact
595,58,4070.871,841.441,4070,841,2,2,4,1.0,2.193,1.0,426.0,207.0,207.0,0.335,0.497,unknown,0.0,valid,gamma
595,113,601.198,1534.934,601,1534,2,2,3,1.0,2.679,0.75,106.0,78.0,78.0,0.399,0.248,unknown,0.0,valid,artifact
595,136,5154.214,1883.517,5153,1882,4,4,14,1.0,1.107,0.875,2341.0,255.0,255.0,0.865,0.902,unknown,0.0,valid,lithium
596,48,354.12,779.035,354,778,2,3,4,0.667,8.399,0.667,57.86,22.0,21.972,0.325,0.787,unknown,0.0,valid,artifact
596,74,5053.222,1049.704,5053,1049,2,2,3,1.0,2.114,0.75,27.0,13.0,13.0,0.416,0.457,unknown,0.0,valid,artifact
597,205,3980.333,3416.833,3980,3416,2,2,3,1.0,4.835,0.75,54.0,36.0,36.0,0.471,0.373,unknown,0.0,valid,artifact
598,79,1348.7,1223.35,1348,1223,3,2,4,1.5,8.548,0.667,40.0,18.0,18.0,0.714,0.477,unknown,0.0,valid,artifact
599,8,3660.973,97.381,3659,95,5,5,15,1.0,1.3,0.6,2196.0,255.0,255.0,0.789,0.898,unknown,0.0,valid,artifact
599,58,2208.609,901.078,2208,900,2,3,5,0.667,1.371,0.833,192.0,106.0,106.0,0.488,0.42,unknown,0.0,valid,artifact
599,69,4733.23,1032.254,4732,1031,4,4,12,1.0,1.336,0.75,1545.0,255.0,255.0,0.747,0.706,unknown,0.0,valid,lithium
599,158,3684.185,2453.409,3683,2452,4,4,14,1.0,1.131,0.875,2042.0,255.0,255.0,0.818,0.86,unknown,0.0,valid,lithium
599,168,4646.749,2597.805,4645,2596,4,4,13,1.0,1.054,0.812,1906.0,255.0,255.0,0.812,0.792,unknown,0.0,valid,lithium
599,175,1578.227,2744.545,1578,2744,2,2,4,1.0,1.915,1.0,88.0,42.0,42.0,0.419,0.498,unknown,0.0,valid,artifact
600,150,14.0,2397.862,14,2396,1,4,4,0.25,1.0,1.0,65.0,24.0,24.0,0.0,1.08,unknown,0.0,valid,artifact
600,152,16.688,2402.891,16,2402,2,2,3,1.0,4.142,0.75,64.0,44.0,44.0,0.464,0.312,unknown,0.0,valid,artifact
601,23,2025.531,460.281,2025,460,2,2,3,1.0,5.069,0.75,32.0,17.0,17.0,0.499,0.45,unknown,0.0,valid,artifact
601,74,4128.858,1106.247,4127,1105,4,4,11,1.0,1.055,0.688,1842.0,255.0,255.0,0.775,0.785,unknown,0.0,valid,lithium
601,121,4964.009,1884.025,4963,1883,3,4,10,0.75,1.04,0.833,1375.0,255.0,255.0,0.663,0.675,unknown,0.0,valid,lithium
601,175,837.977,2891.841,837,2891,3,3,4,1.0,16.627,0.444,44.0,19.0,19.0,0.657,0.737,unknown,0.0,valid,artifact
602,16,1422.273,278.818,1422,278,2,2,3,1.0,1.939,0.75,33.0,18.0,18.0,0.445,0.386,unknown,0.0,valid,artifact
603,131,3687.983,2033.826,3687,2033,3,3,5,1.0,1.806,0.556,471.0,255.0,255.0,0.391,0.525,unknown,0.0,valid,gamma
604,16,3004.55,427.968,3004,427,3,3,6,1.0,3.793,0.667,566.0,255.0,255.0,0.538,0.277,unknown,0.0,valid,gamma
605,50,3441.57,890.148,3440,889,4,4,14,1.0,1.362,0.875,2338.0,255.0,255.0,0.919,0.824,unknown,0.0,valid,lithium
605,92,1738.0,1410.0,1738,1409,1,3,3,0.333,1.0,1.0,20.0,8.0,8.0,0.0,0.775,unknown,0.0,valid,artifact
605,187,1923.36,3203.4,1923,3203,2,2,3,1.0,4.162,0.75,25.0,10.0,10.0,0.48,0.49,unknown,0.0,valid,artifact
606,50,553.089,919.294,552,919,3,2,3,1.5,14.106,0.5,33.991,17.0,17.0,0.701,0.456,unknown,0.0,valid,artifact
606,92,3964.0,1473.153,3964,1472,1,5,5,0.2,1.0,1.0,85.0,47.0,47.0,0.0,1.475,unknown,0.0,valid,artifact
607,156,4842.866,2506.647,4841,2505,5,4,15,1.25,1.193,0.75,2225.0,255.0,255.0,0.854,0.862,unknown,0.0,valid,lithium
608,14,5141.035,244.528,5140,244,3,3,6,1.0,4.603,0.667,549.0,255.0,255.0,0.243,0.521,unknown,0.0,valid,gamma
608,78,4657.267,1210.468,4657,1210,2,2,4,1.0,1.279,1.0,663.0,255.0,255.0,0.442,0.499,unknown,0.0,valid,gamma
608,124,4706.511,1916.83,4706,1916,2,3,3,0.667,33.404,0.5,47.0,23.0,23.0,0.5,0.883,unknown,0.0,valid,artifact
608,188,1612.941,3182.631,1612,3182,3,3,6,1.0,2.902,0.667,493.0,255.0,255.0,0.303,0.515,unknown,0.0,valid,gamma
609,9,4008.295,178.032,4008,178,2,2,3,1.0,6.917,0.75,379.0,255.0,255.0,0.456,0.175,unknown,0.0,valid,gamma
609,150,3619.985,2419.334,3619,2419,2,2,3,1.0,14.896,0.75,392.0,255.0,255.0,0.123,0.472,unknown,0.0,valid,gamma
611,64,3842.987,1004.238,3841,1002,5,5,16,1.0,1.112,0.64,2462.0,255.0,255.0,0.891,0.934,unknown,0.0,valid,lithium
611,103,3847.282,1425.97,3846,1425,4,3,10,1.333,1.28,0.833,1753.0,255.0,255.0,0.803,0.714,unknown,0.0,valid,lithium
611,175,3977.566,2771.028,3976,2770,4,4,14,1.0,1.329,0.875,2050.0,255.0,255.0,0.863,0.749,unknown,0.0,valid,lithium
612,139,4999.81,2102.16,4999,2102,2,2,3,1.0,1.569,0.75,100.0,65.0,65.0,0.392,0.367,unknown,0.0,valid,artifact
612,154,2073.459,2283.243,2073,2283,2,2,3,1.0,4.348,0.75,37.0,20.0,20.0,0.498,0.429,unknown,0.0,valid,artifact
614,12,4091.11,227.157,4089,225,5,5,13,1.0,1.035,0.52,2170.0,255.0,255.0,0.865,0.852,unknown,0.0,valid,lithium
614,19,5431.131,450.298,5430,449,4,4,14,1.0,1.111,0.875,2045.0,255.0,255.0,0.812,0.836,unknown,0.0,valid,artifact
614,95,1308.941,1415.441,1308,1415,3,2,4,1.5,6.129,0.667,34.0,10.0,10.0,0.683,0.497,unknown,0.0,valid,artifact
614,178,1929.033,2885.435,1928,2884,3,3,6,1.0,3.49,0.667,573.0,255.0,255.0,0.291,0.543,unknown,0.0,valid,gamma
615,40,3800.958,765.983,3799,764,5,5,13,1.0,1.231,0.52,1881.0,255.0,255.0,0.861,0.776,unknown,0.0,valid,lithium
615,106,3598.475,1508.131,3597,1508,3,2,4,1.5,5.65,0.667,61.0,31.0,31.0,0.76,0.338,unknown,0.0,valid,artifact
617,57,1379.625,936.464,1379,936,3,2,5,1.5,3.844,0.833,112.0,39.0,39.0,0.792,0.499,unknown,0.0,valid,artifact
618,76,4651.917,1107.106,4650,1106,4,4,11,1.0,1.043,0.688,1542.0,255.0,255.0,0.721,0.733,unknown,0.0,valid,lithium
619,134,5258.733,2000.91,5257,1999,5,5,15,1.0,1.26,0.6,2189.0,255.0,255.0,0.904,0.811,unknown,0.0,valid,lithium
620,28,4762.127,668.968,4761,668,3,3,5,1.0,2.182,0.556,339.0,255.0,255.0,0.397,0.27,unknown,0.0,valid,gamma
621,106,2413.998,1530.876,2413,1529,3,4,10,0.75,1.145,0.833,1495.0,255.0,255.0,0.684,0.732,unknown,0.0,valid,lithium
622,61,403.0,986.586,403,985,1,4,4,0.25,1.0,1.0,110.947,39.0,39.0,0.0,0.99,unknown,0.0,valid,artifact
622,171,4975.226,2609.997,4973,2609,5,4,12,1.25,1.31,0.6,1761.0,255.0,255.0,0.825,0.724,unknown,0.0,valid,lithium
624,177,847.743,2860.829,847,2860,3,2,3,1.5,13.472,0.5,35.0,15.0,15.0,0.731,0.377,unknown,0.0,valid,artifact
625,46,4494.436,824.146,4493,823,4,4,14,1.0,1.317,0.875,2371.0,255.0,255.0,0.931,0.825,unknown,0.0,valid,lithium
625,93,3915.135,1285.08,3914,1284,4,4,11,1.0,1.081,0.688,1513.0,255.0,255.0,0.719,0.72,unknown,0.0,valid,lithium
625,146,2589.915,2004.766,2589,2004,3,3,4,1.0,15.905,0.444,47.0,18.0,18.0,0.679,0.75,unknown,0.0,valid,artifact
627,10,3229.942,177.962,3228,176,5,5,13,1.0,1.053,0.52,1921.0,255.0,255.0,0.83,0.814,unknown,0.0,valid,lithium
627,90,3731.934,1248.066,3731,1247,3,3,5,1.0,1.228,0.556,439.0,255.0,255.0,0.475,0.43,unknown,0.0,valid,gamma
627,105,2364.0,1514.048,2364,1513,1,3,3,0.333,1.0,1.0,21.0,8.0,8.0,0.0,0.785,unknown,0.0,valid,gamma
628,34,4213.926,712.086,4212,711,4,4,11,1.0,1.019,0.688,1524.0,255.0,255.0,0.719,0.725,unknown,0.0,valid,lithium
628,51,4151.843,924.566,4151,924,3,2,4,1.5,6.465,0.667,83.0,27.0,27.0,0.685,0.496,unknown,0.0,valid,gamma
628,60,3646.67,1011.051,3646,1011,2,2,4,1.0,4.597,1.0,355.0,227.0,227.0,0.47,0.219,unknown,0.0,valid,artifact
628,151,2372.792,2215.333,2372,2215,2,2,3,1.0,6.479,0.75,48.0,32.0,32.0,0.406,0.471,unknown,0.0,valid,artifact
629,36,3576.214,768.393,3574,767,5,4,16,1.25,1.387,0.8,2463.0,255.0,255.0,0.892,0.913,unknown,0.0,valid,lithium
629,130,4065.031,2031.697,4064,2030,3,4,10,0.75,1.315,0.833,1773.0,255.0,255.0,0.712,0.812,unknown,0.0,valid,lithium
630,161,4264.577,2505.042,4264,2504,3,3,6,1.0,3.0,0.667,589.0,255.0,255.0,0.552,0.319,unknown,0.0,valid,gamma
631,88,75.724,1225.758,75,1225,2,3,3,0.667,27.528,0.5,28.951,15.0,14.979,0.447,0.857,unknown,0.0,valid,artifact
631,102,1558.511,1403.022,1558,1401,3,4,5,0.75,11.009,0.417,184.0,68.0,68.0,0.807,0.891,unknown,0.0,valid,artifact
633,99,111.784,1376.059,111,1375,2,3,3,0.667,11.566,0.5,50.958,32.0,31.958,0.411,0.608,unknown,0.0,valid,artifact
633,151,3761.639,2002.042,3760,2000,5,5,17,1.0,1.216,0.68,2473.0,255.0,255.0,0.953,0.866,unknown,0.0,valid,lithium
633,174,761.74,2346.529,760,2345,4,4,13,1.0,1.382,0.812,1791.0,255.0,255.0,0.822,0.797,unknown,0.0,valid,lithium
633,189,69.0,2548.075,69,2547,1,4,4,0.25,1.0,1.0,53.0,25.0,25.0,0.0,1.13,unknown,0.0,valid,gamma
633,190,61.846,2549.0,61,2549,3,1,3,3.0,1.0,1.0,65.0,33.0,33.0,0.685,0.0,unknown,0.0,valid,gamma
633,191,65.537,2549.268,65,2548,2,3,3,0.667,20.545,0.5,41.0,19.0,19.0,0.499,0.766,unknown,0.0,valid,gamma
634,148,486.724,2185.121,485,2184,4,3,5,1.333,20.781,0.417,58.0,17.0,17.0,1.111,0.892,unknown,0.0,valid,artifact
635,28,4107.204,622.699,4107,621,2,3,3,0.667,37.041,0.5,113.0,90.0,90.0,0.403,0.636,unknown,0.0,valid,artifact
